Country,Year,Exported,Continent
Ghana,2017,1020000,Africa
Guatemala,2017,202980000,Central America
Guinea,2017,12960000,Africa
Guyana,2017,60000,South America
Haiti,2017,120000,Central America
Honduras,2017,440460000,Central America
India,2017,392520000,Asia
Indonesia,2017,491880000,Asia
Jamaica,2017,600000,Central America
Kenya,2017,42600000,Africa
Laos,2017,23160000,Asia
Liberia,2017,660000,Africa
Madagascar,2017,3480000,Africa
Malawi,2017,780000,Africa
Mexico,2017,174660000,North America
Nepal,2017,60000,Asia
Nicaragua,2017,146940000,Central America
Nigeria,2017,180000,Africa
Panama,2017,3000000,Central America
Papua New Guinea,2017,47640000,Oceania
Paraguay,2017,0,South America
Peru,2017,236760000,South America
Philippines,2017,540000,Asia
Rwanda,2017,14760000,Africa
Sierra Leone,2017,2100000,Africa
Sri Lanka,2017,120000,Asia
Tanzania,2017,39840000,Africa
Thailand,2017,8460000,Asia
East Timor,2017,5160000,Asia
Togo,2017,1620000,Africa
Trinidad and Tobago,2017,120000,Central America
Uganda,2017,286440000,Africa
Venezuela,2017,0,South America
Vietnam,2017,1505520000,Asia
Yemen,2017,2760000,Asia
Zambia,2017,780000,Africa
Zimbabwe,2017,120000,Africa
Angola,2018,540000,Africa
Bolivia,2018,1320000,South America
Brazil,2018,2138220000,South America
Burundi,2018,12120000,Africa
Cameroon,2018,17220000,Africa
Central African Republic,2018,2340000,Africa
Colombia,2018,768480000,South America
Congo,2018,0,Africa
Costa Rica,2018,72480000,Central America
Ivory Coast,2018,91320000,Africa
Cuba,2018,1980000,Central America
Congo,2018,11280000,Africa
Dominican Republic,2018,1920000,Central America
Ecuador,2018,28980000,South America
El Salvador,2018,34260000,Central America
Equatorial Guinea,2018,0,Africa
Ethiopia,2018,215340000,Africa
Gabon,2018,0,Africa
Ghana,2018,720000,Africa
Guatemala,2018,199620000,Central America
Guinea,2018,9420000,Africa
Guyana,2018,60000,South America
Haiti,2018,120000,Central America
Honduras,2018,428640000,Central America
India,2018,358020000,Asia
Indonesia,2018,272340000,Asia
Jamaica,2018,600000,Central America
Kenya,2018,45180000,Africa
Laos,2018,21660000,Asia
Liberia,2018,480000,Africa
Madagascar,2018,360000,Africa
Malawi,2018,720000,Africa
Mexico,2018,173280000,North America
Nepal,2018,120000,Asia
Nicaragua,2018,138000000,Central America
Nigeria,2018,180000,Africa
Panama,2018,2820000,Central America
Papua New Guinea,2018,52200000,Oceania
Paraguay,2018,0,South America
Peru,2018,243840000,South America
Philippines,2018,240000,Asia
Rwanda,2018,21000000,Africa
Sierra Leone,2018,1620000,Africa
Sri Lanka,2018,120000,Asia
Tanzania,2018,51360000,Africa
Thailand,2018,15480000,Asia
East Timor,2018,7740000,Asia
Togo,2018,6660000,Africa
Trinidad and Tobago,2018,180000,Central America
Uganda,2018,253380000,Africa
Venezuela,2018,4320000,South America
Vietnam,2018,1883100000,Asia
Yemen,2018,2520000,Asia
Zambia,2018,1560000,Africa
Zimbabwe,2018,300000,Africa
Angola,2019,1380000,Africa
Bolivia,2019,1200000,South America
Brazil,2019,1571880000,South America
Burundi,2019,17580000,Africa
Cameroon,2019,15000000,Africa
Central African Republic,2019,1140000,Africa
Colombia,2019,820320000,South America
Congo,2019,0,Africa
Costa Rica,2019,62340000,Central America
Ivory Coast,2019,126240000,Africa
Cuba,2019,1320000,Central America
Congo,2019,12300000,Africa
Dominican Republic,2019,1620000,Central America
Ecuador,2019,30360000,South America
El Salvador,2019,32760000,Central America
Equatorial Guinea,2019,0,Africa
Ethiopia,2019,235260000,Africa
Gabon,2019,0,Africa
Ghana,2019,600000,Africa
Guatemala,2019,216780000,Central America
Guinea,2019,4140000,Africa
Guyana,2019,60000,South America
Haiti,2019,120000,Central America
Honduras,2019,405900000,Central America
India,2019,361680000,Asia
Indonesia,2019,380040000,Asia
Jamaica,2019,540000,Central America
Kenya,2019,50160000,Africa
Laos,2019,34500000,Asia
Liberia,2019,60000,Africa
Madagascar,2019,240000,Africa
Malawi,2019,960000,Africa
Mexico,2019,157620000,North America
Nepal,2019,60000,Asia
Nicaragua,2019,177240000,Central America
Nigeria,2019,120000,Africa
Panama,2019,3060000,Central America
Papua New Guinea,2019,47220000,Oceania
Paraguay,2019,0,South America
Peru,2019,226320000,South America
Philippines,2019,420000,Asia
Rwanda,2019,23340000,Africa
Sierra Leone,2019,2820000,Africa
Sri Lanka,2019,60000,Asia
Tanzania,2019,64140000,Africa
Thailand,2019,10440000,Asia
East Timor,2019,7020000,Asia
Togo,2019,3480000,Africa
Trinidad and Tobago,2019,120000,Central America
Uganda,2019,271560000,Africa
Venezuela,2019,3180000,South America
Vietnam,2019,1644000000,Asia
Yemen,2019,720000,Asia
Zambia,2019,1620000,Africa
Zimbabwe,2019,360000,Africa
