Country,Coffee type,Year,Consumed,Continent,Year_clean
Burundi,Arabica/Robusta,1999/00,120000,Africa,1999
Ecuador,Arabica/Robusta,1999/00,13800000,South America,1999
Indonesia,Robusta/Arabica,1999/00,97560000,Asia,1999
Madagascar,Robusta,1999/00,3360000,Africa,1999
Malawi,Arabica,1999/00,60000,Africa,1999
Papua New Guinea,Arabica/Robusta,1999/00,120000,Oceania,1999
Paraguay,Arabica,1999/00,1200000,South America,1999
Peru,Arabica,1999/00,12000000,South America,1999
Rwanda,Arabica,1999/00,120000,Africa,1999
East Timor,Arabica,1999/00,0,Asia,1999
Zimbabwe,Arabica,1999/00,240000,Africa,1999
Congo,Robusta,1999/00,180000,Africa,1999
Cuba,Arabica,1999/00,12000000,Central America,1999
Dominican Republic,Arabica/Robusta,1999/00,19500000,Central America,1999
Haiti,Arabica,1999/00,20400000,Central America,1999
Philippines,Robusta/Arabica,1999/00,51720000,Asia,1999
Tanzania,Arabica/Robusta,1999/00,840000,Africa,1999
Zambia,Arabica,1999/00,36000,Africa,1999
Cameroon,Robusta/Arabica,1999/00,6000000,Africa,1999
Central African Republic,Robusta,1999/00,1260000,Africa,1999
Colombia,Arabica,1999/00,77820000,South America,1999
Costa Rica,Arabica,1999/00,22500000,Central America,1999
Ivory Coast,Robusta,1999/00,3000000,Africa,1999
Congo,Robusta/Arabica,1999/00,12000000,Africa,1999
El Salvador,Arabica,1999/00,9198000,Central America,1999
Equatorial Guinea,Robusta,1999/00,0,Africa,1999
Ethiopia,Arabica,1999/00,114720000,Africa,1999
Gabon,Robusta,1999/00,42900,Africa,1999
Ghana,Robusta,1999/00,60000,Africa,1999
Guatemala,Arabica/Robusta,1999/00,18000000,Central America,1999
Guinea,Robusta,1999/00,3000000,Africa,1999
Guyana,Robusta,1999/00,261000,South America,1999
Honduras,Arabica,1999/00,10080000,Central America,1999
India,Robusta/Arabica,1999/00,55500000,Asia,1999
Jamaica,Arabica,1999/00,660000,Central America,1999
Kenya,Arabica,1999/00,3000000,Africa,1999
Laos,Robusta,1999/00,0,Asia,1999
Liberia,Robusta,1999/00,300000,Africa,1999
Mexico,Arabica/Robusta,1999/00,69000000,North America,1999
Nepal,Arabica,1999/00,0,Asia,1999
Nicaragua,Arabica,1999/00,7818000,Central America,1999
Nigeria,Robusta,1999/00,2400000,Africa,1999
Panama,Arabica,1999/00,4020000,Central America,1999
Sierra Leone,Robusta,1999/00,300000,Africa,1999
Sri Lanka,Robusta/Arabica,1999/00,1800000,Asia,1999
Thailand,Robusta/Arabica,1999/00,25980000,Asia,1999
Togo,Robusta,1999/00,120000,Africa,1999
Trinidad and Tobago,Robusta,1999/00,840000,Central America,1999
Uganda,Robusta/Arabica,1999/00,7140000,Africa,1999
Venezuela,Arabica,1999/00,68156400,South America,1999
Vietnam,Robusta/Arabica,1999/00,21000000,Asia,1999
Yemen,Arabica,1999/00,0,Asia,1999
Angola,Robusta/Arabica,2000/01,1200000,Africa,2000
Bolivia,Arabica,2000/01,2100000,South America,2000
Brazil,Arabica/Robusta,2000/01,792000000,South America,2000
Burundi,Arabica/Robusta,2000/01,120000,Africa,2000
Ecuador,Arabica/Robusta,2000/01,12000000,South America,2000
Indonesia,Robusta/Arabica,2000/01,100560000,Asia,2000
Madagascar,Robusta,2000/01,5346000,Africa,2000
Malawi,Arabica,2000/01,60000,Africa,2000
Papua New Guinea,Arabica/Robusta,2000/01,120000,Oceania,2000
Paraguay,Arabica,2000/01,1200000,South America,2000
Peru,Arabica,2000/01,12000000,South America,2000
Rwanda,Arabica,2000/01,120000,Africa,2000
East Timor,Arabica,2000/01,0,Asia,2000
Zimbabwe,Arabica,2000/01,240000,Africa,2000
Congo,Robusta,2000/01,180000,Africa,2000
Cuba,Arabica,2000/01,12780000,Central America,2000
Dominican Republic,Arabica/Robusta,2000/01,19500000,Central America,2000
Haiti,Arabica,2000/01,20400000,Central America,2000
Philippines,Robusta/Arabica,2000/01,49200000,Asia,2000
Tanzania,Arabica/Robusta,2000/01,900000,Africa,2000
Zambia,Arabica,2000/01,36000,Africa,2000
Cameroon,Robusta/Arabica,2000/01,4500000,Africa,2000
Central African Republic,Robusta,2000/01,180000,Africa,2000
Colombia,Arabica,2000/01,76920000,South America,2000
Costa Rica,Arabica,2000/01,22500000,Central America,2000
Ivory Coast,Robusta,2000/01,19000020,Africa,2000
Congo,Robusta/Arabica,2000/01,12000000,Africa,2000
El Salvador,Arabica,2000/01,8640000,Central America,2000
Equatorial Guinea,Robusta,2000/01,0,Africa,2000
Ethiopia,Arabica,2000/01,120840000,Africa,2000
Gabon,Robusta,2000/01,18000,Africa,2000
Ghana,Robusta,2000/01,60000,Africa,2000
Guatemala,Arabica/Robusta,2000/01,18000000,Central America,2000
Guinea,Robusta,2000/01,3000000,Africa,2000
Guyana,Robusta,2000/01,112980,South America,2000
Honduras,Arabica,2000/01,13800000,Central America,2000
India,Robusta/Arabica,2000/01,58500000,Asia,2000
Jamaica,Arabica,2000/01,724020,Central America,2000
Kenya,Arabica,2000/01,3000000,Africa,2000
Laos,Robusta,2000/01,0,Asia,2000
Liberia,Robusta,2000/01,300000,Africa,2000
Mexico,Arabica/Robusta,2000/01,78300000,North America,2000
Nepal,Arabica,2000/01,0,Asia,2000
Nicaragua,Arabica,2000/01,10495800,Central America,2000
Nigeria,Robusta,2000/01,2400000,Africa,2000
Panama,Arabica,2000/01,4020000,Central America,2000
Sierra Leone,Robusta,2000/01,300000,Africa,2000
Sri Lanka,Robusta/Arabica,2000/01,1800000,Asia,2000
Thailand,Robusta/Arabica,2000/01,30000000,Asia,2000
Togo,Robusta,2000/01,120000,Africa,2000
Trinidad and Tobago,Robusta,2000/01,840000,Central America,2000
Uganda,Robusta/Arabica,2000/01,8520000,Africa,2000
Venezuela,Arabica,2000/01,71039400,South America,2000
Vietnam,Robusta/Arabica,2000/01,24097500,Asia,2000
Yemen,Arabica,2000/01,0,Asia,2000
Angola,Robusta/Arabica,2001/02,1200000,Africa,2001
Bolivia,Arabica,2001/02,2190000,South America,2001
Brazil,Arabica/Robusta,2001/02,815400000,South America,2001
Burundi,Arabica/Robusta,2001/02,120000,Africa,2001
Ecuador,Arabica/Robusta,2001/02,12000000,South America,2001
Indonesia,Robusta/Arabica,2001/02,120000000,Asia,2001
Madagascar,Robusta,2001/02,7680000,Africa,2001
Malawi,Arabica,2001/02,60000,Africa,2001
Papua New Guinea,Arabica/Robusta,2001/02,120000,Oceania,2001
Paraguay,Arabica,2001/02,1200000,South America,2001
Peru,Arabica,2001/02,12000000,South America,2001
Rwanda,Arabica,2001/02,120000,Africa,2001
East Timor,Arabica,2001/02,0,Asia,2001
Zimbabwe,Arabica,2001/02,240000,Africa,2001
Congo,Robusta,2001/02,180000,Africa,2001
Cuba,Arabica,2001/02,13200000,Central America,2001
Dominican Republic,Arabica/Robusta,2001/02,20411880,Central America,2001
Haiti,Arabica,2001/02,20400000,Central America,2001
Philippines,Robusta/Arabica,2001/02,49260000,Asia,2001
Tanzania,Arabica/Robusta,2001/02,900000,Africa,2001
Zambia,Arabica,2001/02,36000,Africa,2001
Cameroon,Robusta/Arabica,2001/02,4140000,Africa,2001
Central African Republic,Robusta,2001/02,180000,Africa,2001
Colombia,Arabica,2001/02,76020000,South America,2001
Costa Rica,Arabica,2001/02,22500000,Central America,2001
Ivory Coast,Robusta,2001/02,19000020,Africa,2001
Congo,Robusta/Arabica,2001/02,12000000,Africa,2001
El Salvador,Arabica,2001/02,9198000,Central America,2001
Equatorial Guinea,Robusta,2001/02,0,Africa,2001
Ethiopia,Arabica,2001/02,127260000,Africa,2001
Gabon,Robusta,2001/02,18000,Africa,2001
Ghana,Robusta,2001/02,60000,Africa,2001
Guatemala,Arabica/Robusta,2001/02,18000000,Central America,2001
Guinea,Robusta,2001/02,3000000,Africa,2001
Guyana,Robusta,2001/02,250020,South America,2001
Honduras,Arabica,2001/02,12000000,Central America,2001
India,Robusta/Arabica,2001/02,64020000,Asia,2001
Jamaica,Arabica,2001/02,600000,Central America,2001
Kenya,Arabica,2001/02,3000000,Africa,2001
Laos,Robusta,2001/02,0,Asia,2001
Liberia,Robusta,2001/02,300000,Africa,2001
Mexico,Arabica/Robusta,2001/02,90000000,North America,2001
Nepal,Arabica,2001/02,0,Asia,2001
Nicaragua,Arabica,2001/02,10639380,Central America,2001
Nigeria,Robusta,2001/02,2400000,Africa,2001
Panama,Arabica,2001/02,4020000,Central America,2001
Sierra Leone,Robusta,2001/02,300000,Africa,2001
Sri Lanka,Robusta/Arabica,2001/02,1800000,Asia,2001
Thailand,Robusta/Arabica,2001/02,30000000,Asia,2001
Togo,Robusta,2001/02,120000,Africa,2001
Trinidad and Tobago,Robusta,2001/02,840000,Central America,2001
Uganda,Robusta/Arabica,2001/02,8460000,Africa,2001
Venezuela,Arabica,2001/02,74044200,South America,2001
Vietnam,Robusta/Arabica,2001/02,27651900,Asia,2001
Yemen,Arabica,2001/02,0,Asia,2001
Angola,Robusta/Arabica,2002/03,1200000,Africa,2002
Bolivia,Arabica,2002/03,2250000,South America,2002
Brazil,Arabica/Robusta,2002/03,825000000,South America,2002
Burundi,Arabica/Robusta,2002/03,120000,Africa,2002
Ecuador,Arabica/Robusta,2002/03,9000000,South America,2002
Indonesia,Robusta/Arabica,2002/03,106740000,Asia,2002
Madagascar,Robusta,2002/03,13020000,Africa,2002
Malawi,Arabica,2002/03,60000,Africa,2002
Papua New Guinea,Arabica/Robusta,2002/03,120000,Oceania,2002
Paraguay,Arabica,2002/03,1200000,South America,2002
Peru,Arabica,2002/03,13200000,South America,2002
Rwanda,Arabica,2002/03,19980,Africa,2002
East Timor,Arabica,2002/03,0,Asia,2002
Zimbabwe,Arabica,2002/03,240000,Africa,2002
Congo,Robusta,2002/03,180000,Africa,2002
Cuba,Arabica,2002/03,13440000,Central America,2002
Dominican Republic,Arabica/Robusta,2002/03,20411880,Central America,2002
Haiti,Arabica,2002/03,20400000,Central America,2002
Philippines,Robusta/Arabica,2002/03,49740000,Asia,2002
Tanzania,Arabica/Robusta,2002/03,900000,Africa,2002
Zambia,Arabica,2002/03,36000,Africa,2002
Cameroon,Robusta/Arabica,2002/03,4140000,Africa,2002
Central African Republic,Robusta,2002/03,227220,Africa,2002
Colombia,Arabica,2002/03,75120000,South America,2002
Costa Rica,Arabica,2002/03,22500000,Central America,2002
Ivory Coast,Robusta,2002/03,19000020,Africa,2002
Congo,Robusta/Arabica,2002/03,12000000,Africa,2002
El Salvador,Arabica,2002/03,9198000,Central America,2002
Equatorial Guinea,Robusta,2002/03,0,Africa,2002
Ethiopia,Arabica,2002/03,134040000,Africa,2002
Gabon,Robusta,2002/03,18000,Africa,2002
Ghana,Robusta,2002/03,60000,Africa,2002
Guatemala,Arabica/Robusta,2002/03,18000000,Central America,2002
Guinea,Robusta,2002/03,3000000,Africa,2002
Guyana,Robusta,2002/03,261000,South America,2002
Honduras,Arabica,2002/03,12000000,Central America,2002
India,Robusta/Arabica,2002/03,67980000,Asia,2002
Jamaica,Arabica,2002/03,540000,Central America,2002
Kenya,Arabica,2002/03,3000000,Africa,2002
Laos,Robusta,2002/03,9480000,Asia,2002
Liberia,Robusta,2002/03,300000,Africa,2002
Mexico,Arabica/Robusta,2002/03,90000000,North America,2002
Nepal,Arabica,2002/03,0,Asia,2002
Nicaragua,Arabica,2002/03,10777440,Central America,2002
Nigeria,Robusta,2002/03,2400000,Africa,2002
Panama,Arabica,2002/03,4020000,Central America,2002
Sierra Leone,Robusta,2002/03,300000,Africa,2002
Sri Lanka,Robusta/Arabica,2002/03,1800000,Asia,2002
Thailand,Robusta/Arabica,2002/03,30000000,Asia,2002
Togo,Robusta,2002/03,120000,Africa,2002
Trinidad and Tobago,Robusta,2002/03,840000,Central America,2002
Uganda,Robusta/Arabica,2002/03,8400000,Africa,2002
Venezuela,Arabica,2002/03,77176200,South America,2002
Vietnam,Robusta/Arabica,2002/03,31130520,Asia,2002
Yemen,Arabica,2002/03,0,Asia,2002
Angola,Robusta/Arabica,2003/04,900000,Africa,2003
Bolivia,Arabica,2003/04,2310000,South America,2003
Brazil,Arabica/Robusta,2003/04,852000000,South America,2003
Burundi,Arabica/Robusta,2003/04,120000,Africa,2003
Ecuador,Arabica/Robusta,2003/04,9000000,South America,2003
Indonesia,Robusta/Arabica,2003/04,109980000,Asia,2003
Madagascar,Robusta,2003/04,19980000,Africa,2003
Malawi,Arabica,2003/04,60000,Africa,2003
Papua New Guinea,Arabica/Robusta,2003/04,120000,Oceania,2003
Paraguay,Arabica,2003/04,1200000,South America,2003
Peru,Arabica,2003/04,13200000,South America,2003
Rwanda,Arabica,2003/04,19980,Africa,2003
East Timor,Arabica,2003/04,0,Asia,2003
Zimbabwe,Arabica,2003/04,240000,Africa,2003
Congo,Robusta,2003/04,180000,Africa,2003
Cuba,Arabica,2003/04,13440000,Central America,2003
Dominican Republic,Arabica/Robusta,2003/04,20400000,Central America,2003
Haiti,Arabica,2003/04,20400000,Central America,2003
Philippines,Robusta/Arabica,2003/04,55020000,Asia,2003
Tanzania,Arabica/Robusta,2003/04,1620000,Africa,2003
Zambia,Arabica,2003/04,36000,Africa,2003
Cameroon,Robusta/Arabica,2003/04,4140000,Africa,2003
Central African Republic,Robusta,2003/04,227220,Africa,2003
Colombia,Arabica,2003/04,74220000,South America,2003
Costa Rica,Arabica,2003/04,22500000,Central America,2003
Ivory Coast,Robusta,2003/04,19000020,Africa,2003
Congo,Robusta/Arabica,2003/04,12000000,Africa,2003
El Salvador,Arabica,2003/04,9198000,Central America,2003
Equatorial Guinea,Robusta,2003/04,0,Africa,2003
Ethiopia,Arabica,2003/04,141180000,Africa,2003
Gabon,Robusta,2003/04,18000,Africa,2003
Ghana,Robusta,2003/04,60000,Africa,2003
Guatemala,Arabica/Robusta,2003/04,18000000,Central America,2003
Guinea,Robusta,2003/04,3000000,Africa,2003
Guyana,Robusta,2003/04,285000,South America,2003
Honduras,Arabica,2003/04,12000000,Central America,2003
India,Robusta/Arabica,2003/04,70020000,Asia,2003
Jamaica,Arabica,2003/04,540000,Central America,2003
Kenya,Arabica,2003/04,3000000,Africa,2003
Laos,Robusta,2003/04,6180000,Asia,2003
Liberia,Robusta,2003/04,300000,Africa,2003
Mexico,Arabica/Robusta,2003/04,90000000,North America,2003
Nepal,Arabica,2003/04,0,Asia,2003
Nicaragua,Arabica,2003/04,10914900,Central America,2003
Nigeria,Robusta,2003/04,2400000,Africa,2003
Panama,Arabica,2003/04,4020000,Central America,2003
Sierra Leone,Robusta,2003/04,300000,Africa,2003
Sri Lanka,Robusta/Arabica,2003/04,1800000,Asia,2003
Thailand,Robusta/Arabica,2003/04,30000000,Asia,2003
Togo,Robusta,2003/04,120000,Africa,2003
Trinidad and Tobago,Robusta,2003/04,840000,Central America,2003
Uganda,Robusta/Arabica,2003/04,7860000,Africa,2003
Venezuela,Arabica,2003/04,80440800,South America,2003
Vietnam,Robusta/Arabica,2003/04,36410760,Asia,2003
Yemen,Arabica,2003/04,8760000,Asia,2003
Angola,Robusta/Arabica,2004/05,900000,Africa,2004
Bolivia,Arabica,2004/05,2700000,South America,2004
Brazil,Arabica/Robusta,2004/05,896760000,South America,2004
Burundi,Arabica/Robusta,2004/05,120000,Africa,2004
Ecuador,Arabica/Robusta,2004/05,9000000,South America,2004
Indonesia,Robusta/Arabica,2004/05,120000000,Asia,2004
Madagascar,Robusta,2004/05,28020000,Africa,2004
Malawi,Arabica,2004/05,60000,Africa,2004
Papua New Guinea,Arabica/Robusta,2004/05,120000,Oceania,2004
Paraguay,Arabica,2004/05,1200000,South America,2004
Peru,Arabica,2004/05,13200000,South America,2004
Rwanda,Arabica,2004/05,60000,Africa,2004
East Timor,Arabica,2004/05,0,Asia,2004
Zimbabwe,Arabica,2004/05,240000,Africa,2004
Congo,Robusta,2004/05,180000,Africa,2004
Cuba,Arabica,2004/05,13440000,Central America,2004
Dominican Republic,Arabica/Robusta,2004/05,22679880,Central America,2004
Haiti,Arabica,2004/05,20400000,Central America,2004
Philippines,Robusta/Arabica,2004/05,61200000,Asia,2004
Tanzania,Arabica/Robusta,2004/05,2220000,Africa,2004
Zambia,Arabica,2004/05,36000,Africa,2004
Cameroon,Robusta/Arabica,2004/05,4140000,Africa,2004
Central African Republic,Robusta,2004/05,180000,Africa,2004
Colombia,Arabica,2004/05,73380000,South America,2004
Costa Rica,Arabica,2004/05,22500000,Central America,2004
Ivory Coast,Robusta,2004/05,19000020,Africa,2004
Congo,Robusta/Arabica,2004/05,12000000,Africa,2004
El Salvador,Arabica,2004/05,10350000,Central America,2004
Equatorial Guinea,Robusta,2004/05,0,Africa,2004
Ethiopia,Arabica,2004/05,148680000,Africa,2004
Gabon,Robusta,2004/05,18000,Africa,2004
Ghana,Robusta,2004/05,95400,Africa,2004
Guatemala,Arabica/Robusta,2004/05,18000000,Central America,2004
Guinea,Robusta,2004/05,3000000,Africa,2004
Guyana,Robusta,2004/05,330000,South America,2004
Honduras,Arabica,2004/05,13800000,Central America,2004
India,Robusta/Arabica,2004/05,72120000,Asia,2004
Jamaica,Arabica,2004/05,540000,Central America,2004
Kenya,Arabica,2004/05,3000000,Africa,2004
Laos,Robusta,2004/05,8100000,Asia,2004
Liberia,Robusta,2004/05,300000,Africa,2004
Mexico,Arabica/Robusta,2004/05,90000000,North America,2004
Nepal,Arabica,2004/05,0,Asia,2004
Nicaragua,Arabica,2004/05,11056680,Central America,2004
Nigeria,Robusta,2004/05,2400000,Africa,2004
Panama,Arabica,2004/05,4020000,Central America,2004
Sierra Leone,Robusta,2004/05,300000,Africa,2004
Sri Lanka,Robusta/Arabica,2004/05,1800000,Asia,2004
Thailand,Robusta/Arabica,2004/05,30000000,Asia,2004
Togo,Robusta,2004/05,120000,Africa,2004
Trinidad and Tobago,Robusta,2004/05,840000,Central America,2004
Uganda,Robusta/Arabica,2004/05,8400000,Africa,2004
Venezuela,Arabica,2004/05,83843400,South America,2004
Vietnam,Robusta/Arabica,2004/05,41781360,Asia,2004
Yemen,Arabica,2004/05,8160000,Asia,2004
Angola,Robusta/Arabica,2005/06,900000,Africa,2005
Bolivia,Arabica,2005/06,2460000,South America,2005
Brazil,Arabica/Robusta,2005/06,932280000,South America,2005
Burundi,Arabica/Robusta,2005/06,114360,Africa,2005
Ecuador,Arabica/Robusta,2005/06,9000000,South America,2005
Indonesia,Robusta/Arabica,2005/06,150000000,Asia,2005
Madagascar,Robusta,2005/06,28020000,Africa,2005
Malawi,Arabica,2005/06,60000,Africa,2005
Papua New Guinea,Arabica/Robusta,2005/06,120000,Oceania,2005
Paraguay,Arabica,2005/06,1200000,South America,2005
Peru,Arabica,2005/06,13200000,South America,2005
Rwanda,Arabica,2005/06,60000,Africa,2005
East Timor,Arabica,2005/06,0,Asia,2005
Zimbabwe,Arabica,2005/06,240000,Africa,2005
Congo,Robusta,2005/06,180000,Africa,2005
Cuba,Arabica,2005/06,13440000,Central America,2005
Dominican Republic,Arabica/Robusta,2005/06,22679880,Central America,2005
Haiti,Arabica,2005/06,20400000,Central America,2005
Philippines,Robusta/Arabica,2005/06,62400000,Asia,2005
Tanzania,Arabica/Robusta,2005/06,2820000,Africa,2005
Zambia,Arabica,2005/06,36000,Africa,2005
Cameroon,Robusta/Arabica,2005/06,4140000,Africa,2005
Central African Republic,Robusta,2005/06,180000,Africa,2005
Colombia,Arabica,2005/06,72540000,South America,2005
Costa Rica,Arabica,2005/06,22500000,Central America,2005
Ivory Coast,Robusta,2005/06,19000020,Africa,2005
Congo,Robusta/Arabica,2005/06,12000000,Africa,2005
El Salvador,Arabica,2005/06,13446000,Central America,2005
Equatorial Guinea,Robusta,2005/06,0,Africa,2005
Ethiopia,Arabica,2005/06,156540000,Africa,2005
Gabon,Robusta,2005/06,18000,Africa,2005
Ghana,Robusta,2005/06,95400,Africa,2005
Guatemala,Arabica/Robusta,2005/06,18000000,Central America,2005
Guinea,Robusta,2005/06,3000000,Africa,2005
Guyana,Robusta,2005/06,336000,South America,2005
Honduras,Arabica,2005/06,13800000,Central America,2005
India,Robusta/Arabica,2005/06,74280000,Asia,2005
Jamaica,Arabica,2005/06,540000,Central America,2005
Kenya,Arabica,2005/06,3000000,Africa,2005
Laos,Robusta,2005/06,8400000,Asia,2005
Liberia,Robusta,2005/06,300000,Africa,2005
Mexico,Arabica/Robusta,2005/06,103500000,North America,2005
Nepal,Arabica,2005/06,0,Asia,2005
Nicaragua,Arabica,2005/06,11203140,Central America,2005
Nigeria,Robusta,2005/06,2400000,Africa,2005
Panama,Arabica,2005/06,4020000,Central America,2005
Sierra Leone,Robusta,2005/06,300000,Africa,2005
Sri Lanka,Robusta/Arabica,2005/06,1800000,Asia,2005
Thailand,Robusta/Arabica,2005/06,30000000,Asia,2005
Togo,Robusta,2005/06,120000,Africa,2005
Trinidad and Tobago,Robusta,2005/06,840000,Central America,2005
Uganda,Robusta/Arabica,2005/06,9000000,Africa,2005
Venezuela,Arabica,2005/06,87390000,South America,2005
Vietnam,Robusta/Arabica,2005/06,48000000,Asia,2005
Yemen,Arabica,2005/06,8280000,Asia,2005
Angola,Robusta/Arabica,2006/07,1800000,Africa,2006
Bolivia,Arabica,2006/07,2520000,South America,2006
Brazil,Arabica/Robusta,2006/07,979860000,South America,2006
Burundi,Arabica/Robusta,2006/07,93600,Africa,2006
Ecuador,Arabica/Robusta,2006/07,9000000,South America,2006
Indonesia,Robusta/Arabica,2006/07,169980000,Asia,2006
Madagascar,Robusta,2006/07,28020000,Africa,2006
Malawi,Arabica,2006/07,60000,Africa,2006
Papua New Guinea,Arabica/Robusta,2006/07,120000,Oceania,2006
Paraguay,Arabica,2006/07,1200000,South America,2006
Peru,Arabica,2006/07,13200000,South America,2006
Rwanda,Arabica,2006/07,60000,Africa,2006
East Timor,Arabica,2006/07,0,Asia,2006
Zimbabwe,Arabica,2006/07,240000,Africa,2006
Congo,Robusta,2006/07,180000,Africa,2006
Cuba,Arabica,2006/07,13440000,Central America,2006
Dominican Republic,Arabica/Robusta,2006/07,22679880,Central America,2006
Haiti,Arabica,2006/07,20400000,Central America,2006
Philippines,Robusta/Arabica,2006/07,63600000,Asia,2006
Tanzania,Arabica/Robusta,2006/07,2820000,Africa,2006
Zambia,Arabica,2006/07,36000,Africa,2006
Cameroon,Robusta/Arabica,2006/07,4140000,Africa,2006
Central African Republic,Robusta,2006/07,180000,Africa,2006
Colombia,Arabica,2006/07,71677980,South America,2006
Costa Rica,Arabica,2006/07,22500000,Central America,2006
Ivory Coast,Robusta,2006/07,19000020,Africa,2006
Congo,Robusta/Arabica,2006/07,12000000,Africa,2006
El Salvador,Arabica,2006/07,15228000,Central America,2006
Equatorial Guinea,Robusta,2006/07,0,Africa,2006
Ethiopia,Arabica,2006/07,164880000,Africa,2006
Gabon,Robusta,2006/07,18000,Africa,2006
Ghana,Robusta,2006/07,60000,Africa,2006
Guatemala,Arabica/Robusta,2006/07,18000000,Central America,2006
Guinea,Robusta,2006/07,3000000,Africa,2006
Guyana,Robusta,2006/07,343020,South America,2006
Honduras,Arabica,2006/07,13800000,Central America,2006
India,Robusta/Arabica,2006/07,76500000,Asia,2006
Jamaica,Arabica,2006/07,540000,Central America,2006
Kenya,Arabica,2006/07,3000000,Africa,2006
Laos,Robusta,2006/07,8400000,Asia,2006
Liberia,Robusta,2006/07,300000,Africa,2006
Mexico,Arabica/Robusta,2006/07,120000000,North America,2006
Nepal,Arabica,2006/07,0,Asia,2006
Nicaragua,Arabica,2006/07,11351100,Central America,2006
Nigeria,Robusta,2006/07,2400000,Africa,2006
Panama,Arabica,2006/07,4020000,Central America,2006
Sierra Leone,Robusta,2006/07,300000,Africa,2006
Sri Lanka,Robusta/Arabica,2006/07,1800000,Asia,2006
Thailand,Robusta/Arabica,2006/07,30000000,Asia,2006
Togo,Robusta,2006/07,120000,Africa,2006
Trinidad and Tobago,Robusta,2006/07,660000,Central America,2006
Uganda,Robusta/Arabica,2006/07,10500000,Africa,2006
Venezuela,Arabica,2006/07,91086600,South America,2006
Vietnam,Robusta/Arabica,2006/07,55020000,Asia,2006
Yemen,Arabica,2006/07,8280000,Asia,2006
Angola,Robusta/Arabica,2007/08,1800000,Africa,2007
Bolivia,Arabica,2007/08,2610000,South America,2007
Brazil,Arabica/Robusta,2007/08,1026600000,South America,2007
Burundi,Arabica/Robusta,2007/08,81420,Africa,2007
Ecuador,Arabica/Robusta,2007/08,9000000,South America,2007
Indonesia,Robusta/Arabica,2007/08,199980000,Asia,2007
Madagascar,Robusta,2007/08,28020000,Africa,2007
Malawi,Arabica,2007/08,60000,Africa,2007
Papua New Guinea,Arabica/Robusta,2007/08,120000,Oceania,2007
Paraguay,Arabica,2007/08,1200000,South America,2007
Peru,Arabica,2007/08,13200000,South America,2007
Rwanda,Arabica,2007/08,60000,Africa,2007
East Timor,Arabica,2007/08,0,Asia,2007
Zimbabwe,Arabica,2007/08,240000,Africa,2007
Congo,Robusta,2007/08,180000,Africa,2007
Cuba,Arabica,2007/08,13440000,Central America,2007
Dominican Republic,Arabica/Robusta,2007/08,22680000,Central America,2007
Haiti,Arabica,2007/08,20400000,Central America,2007
Philippines,Robusta/Arabica,2007/08,63600000,Asia,2007
Tanzania,Arabica/Robusta,2007/08,2820000,Africa,2007
Zambia,Arabica,2007/08,60000,Africa,2007
Cameroon,Robusta/Arabica,2007/08,4140000,Africa,2007
Central African Republic,Robusta,2007/08,199980,Africa,2007
Colombia,Arabica,2007/08,76855380,South America,2007
Costa Rica,Arabica,2007/08,22500000,Central America,2007
Ivory Coast,Robusta,2007/08,19020000,Africa,2007
Congo,Robusta/Arabica,2007/08,12000000,Africa,2007
El Salvador,Arabica,2007/08,15030000,Central America,2007
Equatorial Guinea,Robusta,2007/08,0,Africa,2007
Ethiopia,Arabica,2007/08,173640000,Africa,2007
Gabon,Robusta,2007/08,18000,Africa,2007
Ghana,Robusta,2007/08,120000,Africa,2007
Guatemala,Arabica/Robusta,2007/08,18000000,Central America,2007
Guinea,Robusta,2007/08,3000000,Africa,2007
Guyana,Robusta,2007/08,420000,South America,2007
Honduras,Arabica,2007/08,14700000,Central America,2007
India,Robusta/Arabica,2007/08,81000000,Asia,2007
Jamaica,Arabica,2007/08,540000,Central America,2007
Kenya,Arabica,2007/08,3000000,Africa,2007
Laos,Robusta,2007/08,8400000,Asia,2007
Liberia,Robusta,2007/08,300000,Africa,2007
Mexico,Arabica/Robusta,2007/08,132000000,North America,2007
Nepal,Arabica,2007/08,0,Asia,2007
Nicaragua,Arabica,2007/08,11498700,Central America,2007
Nigeria,Robusta,2007/08,2400000,Africa,2007
Panama,Arabica,2007/08,4020000,Central America,2007
Sierra Leone,Robusta,2007/08,300000,Africa,2007
Sri Lanka,Robusta/Arabica,2007/08,1800000,Asia,2007
Thailand,Robusta/Arabica,2007/08,33000000,Asia,2007
Togo,Robusta,2007/08,120000,Africa,2007
Trinidad and Tobago,Robusta,2007/08,660000,Central America,2007
Uganda,Robusta/Arabica,2007/08,10815000,Africa,2007
Venezuela,Arabica,2007/08,94939800,South America,2007
Vietnam,Robusta/Arabica,2007/08,56280000,Asia,2007
Yemen,Arabica,2007/08,7800000,Asia,2007
Angola,Robusta/Arabica,2008/09,1800000,Africa,2008
Bolivia,Arabica,2008/09,2700000,South America,2008
Brazil,Arabica/Robusta,2008/09,1059600000,South America,2008
Burundi,Arabica/Robusta,2008/09,86100,Africa,2008
Ecuador,Arabica/Robusta,2008/09,9000000,South America,2008
Indonesia,Robusta/Arabica,2008/09,199980000,Asia,2008
Madagascar,Robusta,2008/09,28020000,Africa,2008
Malawi,Arabica,2008/09,60000,Africa,2008
Papua New Guinea,Arabica/Robusta,2008/09,120000,Oceania,2008
